ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Kingdom (BS)	Phylum (BS)	Class (BS)	Order (BS)	Family (BS)	Genus (BS)	Species (BS)
Seq_9142	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	100	85	79	73	72	72	72
Seq_9143	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	100	100	100	100
Seq_9144	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA	100	100	100	37	37	33	33
Seq_9145	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	99	85	44	43	43	43	43
Seq_9146	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	NA	100	100	100	100	100	100	46
Seq_9147	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	cecorum	100	100	100	100	86	85	73
Seq_9148	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	83	51	48	48	48	48
Seq_9149	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	98	82	67	65	65	65	65
Seq_9150	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	99	83	54	53	53	53	53
Seq_9151	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	83	55	53	53	53	53
Seq_9152	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	87	63	62	62	62	62
Seq_9153	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA	NA	100	100	100	100	90	76	76
Seq_9154	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	100	100	100	100	97	13	13
Seq_9155	Bacteria	Firmicutes	Bacilli	Caldalkalibacillales	Caldalkalibacillaceae	Caldalkalibacillus	NA	100	100	100	99	99	99	55
Seq_9156	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	100	100	100	100	100	100	100
Seq_9157	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	halotolerans	100	100	100	100	100	99	59
Seq_9158	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA	100	100	100	100	100	100	100
Seq_9159	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	humi	100	100	100	100	100	100	58
Seq_9160	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	100	100	100	100
Seq_9161	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	NA	NA	100	100	99	98	57	38	38
Seq_9162	Bacteria	NA	NA	NA	NA	NA	NA	100	45	43	43	43	43	43
Seq_9163	Bacteria	NA	NA	NA	NA	NA	NA	99	44	41	41	41	41	41
Seq_9164	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	98	98	98	97	97	97
Seq_9165	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	100	100	100	100	100	32	32
Seq_9166	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	100	100	100	100	96	96	96
Seq_9167	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	100	100	100	100
Seq_9168	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA	100	100	100	100	100	100	76
Seq_9169	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	74	25
Seq_9170	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	NA	NA	NA	100	53	53	52	48	48	48
Seq_9171	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	100	98	98	98
Seq_9172	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	100	100	100	98	98	38	29
Seq_9173	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA	100	100	100	95	94	94	94
Seq_9174	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	100	100	100	100	100	100
Seq_9175	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	100	100	100	100	100	77	8
Seq_9176	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA	NA	100	92	83	81	81	81	81
Seq_9177	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA	100	78	78	75	72	44	44
Seq_9178	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA	100	100	100	100	100	100	99
Seq_9179	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA	100	100	100	92	56	55	55
Seq_9180	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	roseus	100	100	100	100	100	100	82
Seq_9181	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	NA	NA	100	100	100	100	100	100	100
Seq_9182	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA	100	100	100	100	100	100	25
Seq_9183	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA	100	100	100	100	100	100	100
Seq_9184	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Symplocastrum CPER-KK1	NA	100	100	100	100	97	71	51
Seq_9185	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	papagonensis	100	100	100	100	100	100	57
Seq_9186	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	100	100	100	100
Seq_9187	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA	NA	100	100	100	100	100	99	99
Seq_9188	Bacteria	Chloroflexi	NA	NA	NA	NA	NA	98	58	47	25	18	4	4
Seq_9189	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	NA	100	100	100	67	25	25	25
Seq_9190	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a	NA	100	100	100	100	76	74	74
Seq_9191	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	psychrotolerans	100	100	100	100	100	100	100
Seq_9192	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	NA	100	100	100	100	100	85	32
Seq_9193	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalicibacterium	NA	100	100	100	100	97	55	52
Seq_9194	Bacteria	NA	NA	NA	NA	NA	NA	95	38	38	37	18	18	18
Seq_9195	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	NA	100	100	100	100	78	70	33
Seq_9196	Bacteria	Myxococcota	Polyangia	Polyangiales	NA	NA	NA	100	100	100	100	23	23	23
Seq_9197	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	100	100	100	96
Seq_9198	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA	NA	100	100	100	100	100	100	100
Seq_9199	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	100	100	100	98	98	98
Seq_9200	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA	100	100	100	93	90	13	13
Seq_9201	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	100	100	100	68	68	65	65
Seq_9202	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	NA	NA	NA	100	100	99	97	97	97	97
Seq_9203	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-004	NA	100	100	100	100	100	100	100
Seq_9204	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	pseudolongum	100	100	100	100	100	100	62
Seq_9205	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae UCG-011	NA	100	100	100	100	98	98	98
Seq_9206	Archaea	Halobacterota	Halobacteria	Halobacterales	Haloferacaceae	Halovenus	NA	100	100	100	100	100	100	100
Seq_9207	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	100	96	96	91
Seq_9208	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	100	100	100	100	100	100
Seq_9209	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA	100	100	100	100	100	100	100
Seq_9210	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA	100	100	100	100	86	86	86
Seq_9211	Bacteria	Chloroflexi	Chloroflexia	Thermobaculales	Thermobaculaceae	Thermobaculum	NA	100	89	87	87	87	87	87
Seq_9212	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	89	65	64	64	64	64
Seq_9213	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	84	56	56	56	56	56
Seq_9214	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	89	66	65	65	65	65
Seq_9215	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	98	83	58	58	58	58	58
Seq_9216	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	98	78	55	54	54	54	54
Seq_9217	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	88	57	57	57	57	57
Seq_9218	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	95	83	64	64	64	64	64
Seq_9219	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	99	87	63	63	63	63	63
Seq_9220	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA	100	100	100	100	100	100	100
Seq_9221	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	NA	NA	100	100	100	100	95	95	95
Seq_9222	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	NA	NA	NA	100	95	94	94	94	94	94
Seq_9223	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA	100	100	100	100	86	86	86
Seq_9224	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	NA	NA	100	100	100	100	95	95	95
Seq_9225	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA	100	100	100	100	100	100	100
Seq_9226	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	99	99	99	99	99	99
Seq_9227	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	NA	100	100	100	100	100	99	71
Seq_9228	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	NA	NA	100	98	97	97	92	92	92
Seq_9229	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	100	99	99	99	99	99	99
Seq_9230	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA	NA	100	60	59	59	59	59	59
Seq_9231	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100	100
Seq_9232	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	NA	NA	100	100	100	100	99	98	98
Seq_9233	Bacteria	NA	NA	NA	NA	NA	NA	100	35	29	29	29	29	29
Seq_9234	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	60	54	9	9	4	3
Seq_9235	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA	NA	100	100	100	100	100	100	100
Seq_9236	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus	NA	100	100	100	99	95	95	95
Seq_9237	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Nostoc PCC-73102	flagelliforme	100	100	100	100	100	100	69
Seq_9238	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	NA	100	100	100	100	100	99	71
Seq_9239	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA	NA	100	93	75	75	75	75	75
Seq_9240	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	NA	100	100	100	100	100	100	94
Seq_9241	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	99	99	99	98
Seq_9242	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	85	62	56	56	56	56
Seq_9243	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	100	100	100	100	100	100	40
Seq_9244	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	100	100	100	100	100	100	13
Seq_9245	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	90	61	59	59	59	59
Seq_9246	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria Incertae Sedis	Unknown Family	Leptolyngbya EcFYyyy-00	NA	100	100	100	100	100	100	97
Seq_9247	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	99	87	67	67	67	67	67
Seq_9248	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	NA	NA	100	100	100	100	79	79	79
Seq_9249	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	96	71	70	70	70	70
Seq_9250	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Candidatus Obscuribacter	NA	100	100	100	100	100	100	100
Seq_9251	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	100	100	100	100	100	100	42
Seq_9252	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	99	85	72	70	65	65	65
Seq_9253	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	NA	100	100	100	89	39	39	39
Seq_9254	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	99	99	99	99	99	99
Seq_9255	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	100	98	95	95
Seq_9256	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	NA	100	100	100	100	100	79	79
Seq_9257	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	NA	NA	100	100	100	100	99	99	99
Seq_9258	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	100	100	100	100	100	100
Seq_9259	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA	100	100	99	98	97	50	50
Seq_9260	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA	100	100	100	100	97	97	94
Seq_9261	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	100	100	100	100	100	100
Seq_9262	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA	100	98	98	93	88	79	40
Seq_9263	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA	100	100	100	100	100	100	100
Seq_9264	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA	100	100	100	99	99	78	78
Seq_9265	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	NA	100	100	100	100	100	97	96
Seq_9266	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	astaxanthinifaciens	100	100	100	100	100	99	50
Seq_9267	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	NA	NA	NA	100	100	100	100	85	85	85
Seq_9268	Bacteria	NA	NA	NA	NA	NA	NA	99	46	46	44	29	29	29
Seq_9269	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	NA	100	100	100	100	100	92	92
Seq_9270	Bacteria	Firmicutes	Bacilli	Lactobacillales	P5D1-392	NA	NA	100	100	100	100	59	59	59
Seq_9271	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	94	77	56	56	56	56	56
Seq_9272	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	96	73	50	49	49	49	49
Seq_9273	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	81	58	58	58	58	58
Seq_9274	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	82	60	60	60	60	60
Seq_9275	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	99	79	55	53	53	53	53
Seq_9276	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	95	68	68	68	68	68
Seq_9277	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	99	91	65	63	63	63	63
Seq_9278	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	aeruginosa	100	100	100	100	100	100	82
Seq_9279	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	NA	100	100	100	98	93	93	93
Seq_9280	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	100	100	100	100	100	94	8
Seq_9281	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA	100	100	100	100	98	31	31
Seq_9282	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	utahensis	100	100	100	100	100	92	72
Seq_9283	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Cnuella	NA	100	100	100	100	100	98	98
Seq_9284	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA	NA	100	100	54	54	52	52	52
Seq_9285	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	NA	NA	100	100	100	100	89	89	89
Seq_9286	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	99	99	95	95
Seq_9287	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	NA	100	100	100	97	97	97	97
Seq_9288	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA	NA	100	81	81	81	77	33	33
Seq_9289	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	NA	100	100	100	100	100	100	61
Seq_9290	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	NA	100	100	100	100	100	88	88
Seq_9291	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	flava	100	100	100	100	100	95	85
Seq_9292	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	NA	100	100	100	100	100	99	99
Seq_9293	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	NA	100	100	100	100	100	91	87
Seq_9294	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	100	100	100	100	100	86	75
Seq_9295	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	100	99	99	99	99	95	54
Seq_9296	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA	100	99	94	94	94	94	94
Seq_9297	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	96	64	54	49	47	47	47
Seq_9298	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	NA	NA	NA	100	100	100	100	76	76	76
Seq_9299	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	97	76	53	53	53	53	53
Seq_9300	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	100	100	100	100	100	100	42
Seq_9301	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA	100	97	90	83	56	56	56
Seq_9302	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA	100	100	100	100	100	65	24
Seq_9303	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	98	78	58	56	56	56	56
Seq_9304	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 12	pasteurianum	100	100	100	100	100	100	100
Seq_9305	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	100	100	33
Seq_9306	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	92	76	76	76	76	76
Seq_9307	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	100	100	100	100	99	93	38
Seq_9308	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flaviaesturariibacter	NA	100	100	100	100	100	94	94
Seq_9309	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Terrisporobacter	NA	100	100	100	100	100	100	100
Seq_9310	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA	NA	100	100	100	100	100	100	100
Seq_9311	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	100	100	100
Seq_9312	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA	100	100	100	100	100	96	96
Seq_9313	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	NA	100	100	100	100	100	100	100
Seq_9314	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	100	100	100	100	100	100	100
Seq_9315	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA	100	100	100	100	100	100	100
Seq_9316	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	100	100	100	100	100	100	31
Seq_9317	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	100	100	100	100	100	100
Seq_9318	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	SP3-e08	NA	100	100	100	100	100	58	58
Seq_9319	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	100	100	100	100	100	100
Seq_9320	Bacteria	Proteobacteria	NA	NA	NA	NA	NA	100	54	30	3	3	3	3
Seq_9321	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	NA	100	100	100	100	100	100	100
Seq_9322	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA	100	100	100	100	100	100	100
Seq_9323	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	NA	100	100	100	100	100	97	97
Seq_9324	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	100	100	100	100	100	91	91
Seq_9325	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	100	100	100	100	100	100	100
Seq_9326	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA	100	91	86	74	67	67	67
Seq_9327	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA	100	99	99	99	99	72	72
Seq_9328	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	NA	NA	100	100	100	100	98	98	98
Seq_9329	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	NA	100	100	100	100	98	77	61
Seq_9330	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	NA	NA	100	100	100	100	90	90	90
Seq_9331	Bacteria	Chloroflexi	NA	NA	NA	NA	NA	92	52	14	14	14	14	14
Seq_9332	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA	100	93	93	51	51	50	3
Seq_9333	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	NA	100	100	100	100	100	99	99
Seq_9334	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	89	65	61	61	61	61
Seq_9335	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	99	85	63	60	60	60	60
Seq_9336	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA	100	80	51	49	49	49	49
Seq_9337	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	85	59	56	56	56	56
Seq_9338	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	100	87	61	61	61	61	61
Seq_9339	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	99	80	58	56	56	56	56
Seq_9340	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	aquatica	99	80	59	58	58	58	58
